profileID,respID,qID,altID,obsID,type,price,freshness,image
91,7,6,3,42,Fuji,3,Poor,fuji.jpg
97,8,1,1,43,Gala,3.5,Poor,gala.jpg
105,8,1,2,43,Red Delicious,4,Poor,redDelicious.jpg
98,8,1,3,43,Honeycrisp,3.5,Poor,honeycrisp.jpg
40,8,2,1,44,Red Delicious,1,Average,redDelicious.jpg
53,8,2,2,44,Honeycrisp,2.5,Average,honeycrisp.jpg
84,8,2,3,44,Pink Lady,2,Poor,pinkLady.jpg
64,8,3,1,45,Pink Lady,3.5,Average,pinkLady.jpg
48,8,3,2,45,Honeycrisp,2,Average,honeycrisp.jpg
97,8,3,3,45,Gala,3.5,Poor,gala.jpg
86,8,4,1,46,Fuji,2.5,Poor,fuji.jpg
62,8,4,2,46,Gala,3.5,Average,gala.jpg
29,8,4,3,46,Pink Lady,3.5,Excellent,pinkLady.jpg
93,8,5,1,47,Honeycrisp,3,Poor,honeycrisp.jpg
12,8,5,2,47,Gala,2,Excellent,gala.jpg
45,8,5,3,47,Red Delicious,1.5,Average,redDelicious.jpg
36,8,6,1,48,Fuji,1,Average,fuji.jpg
14,8,6,2,48,Pink Lady,2,Excellent,pinkLady.jpg
35,8,6,3,48,Red Delicious,4,Excellent,redDelicious.jpg
72,9,1,1,49,Gala,1,Poor,gala.jpg
94,9,1,2,49,Pink Lady,3,Poor,pinkLady.jpg
11,9,1,3,49,Fuji,2,Excellent,fuji.jpg
64,9,2,1,50,Pink Lady,3.5,Average,pinkLady.jpg
16,9,2,2,50,Fuji,2.5,Excellent,fuji.jpg
11,9,2,3,50,Fuji,2,Excellent,fuji.jpg
16,9,3,1,51,Fuji,2.5,Excellent,fuji.jpg
94,9,3,2,51,Pink Lady,3,Poor,pinkLady.jpg
72,9,3,3,51,Gala,1,Poor,gala.jpg
50,9,4,1,52,Red Delicious,2,Average,redDelicious.jpg
42,9,4,2,52,Gala,1.5,Average,gala.jpg
79,9,4,3,52,Pink Lady,1.5,Poor,pinkLady.jpg
14,9,5,1,53,Pink Lady,2,Excellent,pinkLady.jpg
100,9,5,2,53,Red Delicious,3.5,Poor,redDelicious.jpg
20,9,5,3,53,Red Delicious,2.5,Excellent,redDelicious.jpg
27,9,6,1,54,Gala,3.5,Excellent,gala.jpg
101,9,6,2,54,Fuji,4,Poor,fuji.jpg
73,9,6,3,54,Honeycrisp,1,Poor,honeycrisp.jpg
51,10,1,1,55,Fuji,2.5,Average,fuji.jpg
28,10,1,2,55,Honeycrisp,3.5,Excellent,honeycrisp.jpg
50,10,1,3,55,Red Delicious,2,Average,redDelicious.jpg
13,10,2,1,56,Honeycrisp,2,Excellent,honeycrisp.jpg
34,10,2,2,56,Pink Lady,4,Excellent,pinkLady.jpg
78,10,2,3,56,Honeycrisp,1.5,Poor,honeycrisp.jpg
87,10,3,1,57,Gala,2.5,Poor,gala.jpg
28,10,3,2,57,Honeycrisp,3.5,Excellent,honeycrisp.jpg
96,10,3,3,57,Fuji,3.5,Poor,fuji.jpg
13,10,4,1,58,Honeycrisp,2,Excellent,honeycrisp.jpg
105,10,4,2,58,Red Delicious,4,Poor,redDelicious.jpg
33,10,4,3,58,Honeycrisp,4,Excellent,honeycrisp.jpg
54,10,5,1,59,Pink Lady,2.5,Average,pinkLady.jpg
40,10,5,2,59,Red Delicious,1,Average,redDelicious.jpg
21,10,5,3,59,Fuji,3,Excellent,fuji.jpg
76,10,6,1,60,Fuji,1.5,Poor,fuji.jpg
64,10,6,2,60,Pink Lady,3.5,Average,pinkLady.jpg
70,10,6,3,60,Red Delicious,4,Average,redDelicious.jpg
65,11,1,1,61,Red Delicious,3.5,Average,redDelicious.jpg
21,11,1,2,61,Fuji,3,Excellent,fuji.jpg
94,11,1,3,61,Pink Lady,3,Poor,pinkLady.jpg
58,11,2,1,62,Honeycrisp,3,Average,honeycrisp.jpg
16,11,2,2,62,Fuji,2.5,Excellent,fuji.jpg
1,11,2,3,62,Fuji,1,Excellent,fuji.jpg
38,11,3,1,63,Honeycrisp,1,Average,honeycrisp.jpg
60,11,3,2,63,Red Delicious,3,Average,redDelicious.jpg
29,11,3,3,63,Pink Lady,3.5,Excellent,pinkLady.jpg
57,11,4,1,64,Gala,3,Average,gala.jpg
44,11,4,2,64,Pink Lady,1.5,Average,pinkLady.jpg
10,11,4,3,64,Red Delicious,1.5,Excellent,redDelicious.jpg
37,11,5,1,65,Gala,1,Average,gala.jpg
45,11,5,2,65,Red Delicious,1.5,Average,redDelicious.jpg
89,11,5,3,65,Pink Lady,2.5,Poor,pinkLady.jpg
24,11,6,1,66,Pink Lady,3,Excellent,pinkLady.jpg
20,11,6,2,66,Red Delicious,2.5,Excellent,redDelicious.jpg
39,11,6,3,66,Pink Lady,1,Average,pinkLady.jpg
42,12,1,1,67,Gala,1.5,Average,gala.jpg
58,12,1,2,67,Honeycrisp,3,Average,honeycrisp.jpg
98,12,1,3,67,Honeycrisp,3.5,Poor,honeycrisp.jpg
91,12,2,1,68,Fuji,3,Poor,fuji.jpg
81,12,2,2,68,Fuji,2,Poor,fuji.jpg
53,12,2,3,68,Honeycrisp,2.5,Average,honeycrisp.jpg
86,12,3,1,69,Fuji,2.5,Poor,fuji.jpg
75,12,3,2,69,Red Delicious,1,Poor,redDelicious.jpg
60,12,3,3,69,Red Delicious,3,Average,redDelicious.jpg
59,12,4,1,70,Pink Lady,3,Average,pinkLady.jpg
80,12,4,2,70,Red Delicious,1.5,Poor,redDelicious.jpg
63,12,4,3,70,Honeycrisp,3.5,Average,honeycrisp.jpg
60,12,5,1,71,Red Delicious,3,Average,redDelicious.jpg
80,12,5,2,71,Red Delicious,1.5,Poor,redDelicious.jpg
97,12,5,3,71,Gala,3.5,Poor,gala.jpg
96,12,6,1,72,Fuji,3.5,Poor,fuji.jpg
105,12,6,2,72,Red Delicious,4,Poor,redDelicious.jpg
81,12,6,3,72,Fuji,2,Poor,fuji.jpg
3,13,1,1,73,Honeycrisp,1,Excellent,honeycrisp.jpg
84,13,1,2,73,Pink Lady,2,Poor,pinkLady.jpg
43,13,1,3,73,Honeycrisp,1.5,Average,honeycrisp.jpg
11,13,2,1,74,Fuji,2,Excellent,fuji.jpg
29,13,2,2,74,Pink Lady,3.5,Excellent,pinkLady.jpg
57,13,2,3,74,Gala,3,Average,gala.jpg
102,13,3,1,75,Gala,4,Poor,gala.jpg
14,13,3,2,75,Pink Lady,2,Excellent,pinkLady.jpg
47,13,3,3,75,Gala,2,Average,gala.jpg
2,13,4,1,76,Gala,1,Excellent,gala.jpg
52,13,4,2,76,Gala,2.5,Average,gala.jpg
43,13,4,3,76,Honeycrisp,1.5,Average,honeycrisp.jpg
49,13,5,1,77,Pink Lady,2,Average,pinkLady.jpg
52,13,5,2,77,Gala,2.5,Average,gala.jpg
44,13,5,3,77,Pink Lady,1.5,Average,pinkLady.jpg
30,13,6,1,78,Red Delicious,3.5,Excellent,redDelicious.jpg
87,13,6,2,78,Gala,2.5,Poor,gala.jpg
42,13,6,3,78,Gala,1.5,Average,gala.jpg
9,14,1,1,79,Pink Lady,1.5,Excellent,pinkLady.jpg
97,14,1,2,79,Gala,3.5,Poor,gala.jpg
52,14,1,3,79,Gala,2.5,Average,gala.jpg
74,14,2,1,80,Pink Lady,1,Poor,pinkLady.jpg
32,14,2,2,80,Gala,4,Excellent,gala.jpg
6,14,2,3,80,Fuji,1.5,Excellent,fuji.jpg
97,14,3,1,81,Gala,3.5,Poor,gala.jpg
41,14,3,2,81,Fuji,1.5,Average,fuji.jpg
57,14,3,3,81,Gala,3,Average,gala.jpg
103,14,4,1,82,Honeycrisp,4,Poor,honeycrisp.jpg
53,14,4,2,82,Honeycrisp,2.5,Average,honeycrisp.jpg
94,14,4,3,82,Pink Lady,3,Poor,pinkLady.jpg
48,14,5,1,83,Honeycrisp,2,Average,honeycrisp.jpg
45,14,5,2,83,Red Delicious,1.5,Average,redDelicious.jpg
68,14,5,3,83,Honeycrisp,4,Average,honeycrisp.jpg
68,14,6,1,84,Honeycrisp,4,Average,honeycrisp.jpg
90,14,6,2,84,Red Delicious,2.5,Poor,redDelicious.jpg
84,14,6,3,84,Pink Lady,2,Poor,pinkLady.jpg
25,15,1,1,85,Red Delicious,3,Excellent,redDelicious.jpg
91,15,1,2,85,Fuji,3,Poor,fuji.jpg
39,15,1,3,85,Pink Lady,1,Average,pinkLady.jpg
45,15,2,1,86,Red Delicious,1.5,Average,redDelicious.jpg
36,15,2,2,86,Fuji,1,Average,fuji.jpg
13,15,2,3,86,Honeycrisp,2,Excellent,honeycrisp.jpg
27,15,3,1,87,Gala,3.5,Excellent,gala.jpg
87,15,3,2,87,Gala,2.5,Poor,gala.jpg
22,15,3,3,87,Gala,3,Excellent,gala.jpg
47,15,4,1,88,Gala,2,Average,gala.jpg
7,15,4,2,88,Gala,1.5,Excellent,gala.jpg
34,15,4,3,88,Pink Lady,4,Excellent,pinkLady.jpg
86,15,5,1,89,Fuji,2.5,Poor,fuji.jpg
57,15,5,2,89,Gala,3,Average,gala.jpg
58,15,5,3,89,Honeycrisp,3,Average,honeycrisp.jpg
26,15,6,1,90,Fuji,3.5,Excellent,fuji.jpg
78,15,6,2,90,Honeycrisp,1.5,Poor,honeycrisp.jpg
100,15,6,3,90,Red Delicious,3.5,Poor,redDelicious.jpg
54,16,1,1,91,Pink Lady,2.5,Average,pinkLady.jpg
77,16,1,2,91,Gala,1.5,Poor,gala.jpg
104,16,1,3,91,Pink Lady,4,Poor,pinkLady.jpg
46,16,2,1,92,Fuji,2,Average,fuji.jpg
98,16,2,2,92,Honeycrisp,3.5,Poor,honeycrisp.jpg
5,16,2,3,92,Red Delicious,1,Excellent,redDelicious.jpg
7,16,3,1,93,Gala,1.5,Excellent,gala.jpg
27,16,3,2,93,Gala,3.5,Excellent,gala.jpg
25,16,3,3,93,Red Delicious,3,Excellent,redDelicious.jpg
97,16,4,1,94,Gala,3.5,Poor,gala.jpg
23,16,4,2,94,Honeycrisp,3,Excellent,honeycrisp.jpg
86,16,4,3,94,Fuji,2.5,Poor,fuji.jpg
89,16,5,1,95,Pink Lady,2.5,Poor,pinkLady.jpg
58,16,5,2,95,Honeycrisp,3,Average,honeycrisp.jpg
28,16,5,3,95,Honeycrisp,3.5,Excellent,honeycrisp.jpg
52,16,6,1,96,Gala,2.5,Average,gala.jpg
54,16,6,2,96,Pink Lady,2.5,Average,pinkLady.jpg
45,16,6,3,96,Red Delicious,1.5,Average,redDelicious.jpg
73,17,1,1,97,Honeycrisp,1,Poor,honeycrisp.jpg
84,17,1,2,97,Pink Lady,2,Poor,pinkLady.jpg
28,17,1,3,97,Honeycrisp,3.5,Excellent,honeycrisp.jpg
79,17,2,1,98,Pink Lady,1.5,Poor,pinkLady.jpg
96,17,2,2,98,Fuji,3.5,Poor,fuji.jpg
65,17,2,3,98,Red Delicious,3.5,Average,redDelicious.jpg
16,17,3,1,99,Fuji,2.5,Excellent,fuji.jpg
15,17,3,2,99,Red Delicious,2,Excellent,redDelicious.jpg
19,17,3,3,99,Pink Lady,2.5,Excellent,pinkLady.jpg
91,17,4,1,100,Fuji,3,Poor,fuji.jpg
82,17,4,2,100,Gala,2,Poor,gala.jpg
25,17,4,3,100,Red Delicious,3,Excellent,redDelicious.jpg
12,17,5,1,101,Gala,2,Excellent,gala.jpg
80,17,5,2,101,Red Delicious,1.5,Poor,redDelicious.jpg
50,17,5,3,101,Red Delicious,2,Average,redDelicious.jpg
58,17,6,1,102,Honeycrisp,3,Average,honeycrisp.jpg
50,17,6,2,102,Red Delicious,2,Average,redDelicious.jpg
31,17,6,3,102,Fuji,4,Excellent,fuji.jpg
78,18,1,1,103,Honeycrisp,1.5,Poor,honeycrisp.jpg
65,18,1,2,103,Red Delicious,3.5,Average,redDelicious.jpg
2,18,1,3,103,Gala,1,Excellent,gala.jpg
64,18,2,1,104,Pink Lady,3.5,Average,pinkLady.jpg
95,18,2,2,104,Red Delicious,3,Poor,redDelicious.jpg
80,18,2,3,104,Red Delicious,1.5,Poor,redDelicious.jpg
101,18,3,1,105,Fuji,4,Poor,fuji.jpg
31,18,3,2,105,Fuji,4,Excellent,fuji.jpg
39,18,3,3,105,Pink Lady,1,Average,pinkLady.jpg
2,18,4,1,106,Gala,1,Excellent,gala.jpg
60,18,4,2,106,Red Delicious,3,Average,redDelicious.jpg
77,18,4,3,106,Gala,1.5,Poor,gala.jpg
37,18,5,1,107,Gala,1,Average,gala.jpg
54,18,5,2,107,Pink Lady,2.5,Average,pinkLady.jpg
96,18,5,3,107,Fuji,3.5,Poor,fuji.jpg
39,18,6,1,108,Pink Lady,1,Average,pinkLady.jpg
74,18,6,2,108,Pink Lady,1,Poor,pinkLady.jpg
23,18,6,3,108,Honeycrisp,3,Excellent,honeycrisp.jpg
49,19,1,1,109,Pink Lady,2,Average,pinkLady.jpg
17,19,1,2,109,Gala,2.5,Excellent,gala.jpg
88,19,1,3,109,Honeycrisp,2.5,Poor,honeycrisp.jpg
56,19,2,1,110,Fuji,3,Average,fuji.jpg
55,19,2,2,110,Red Delicious,2.5,Average,redDelicious.jpg
84,19,2,3,110,Pink Lady,2,Poor,pinkLady.jpg
72,19,3,1,111,Gala,1,Poor,gala.jpg
40,19,3,2,111,Red Delicious,1,Average,redDelicious.jpg
35,19,3,3,111,Red Delicious,4,Excellent,redDelicious.jpg
5,19,4,1,112,Red Delicious,1,Excellent,redDelicious.jpg
1,19,4,2,112,Fuji,1,Excellent,fuji.jpg
100,19,4,3,112,Red Delicious,3.5,Poor,redDelicious.jpg
19,19,5,1,113,Pink Lady,2.5,Excellent,pinkLady.jpg
83,19,5,2,113,Honeycrisp,2,Poor,honeycrisp.jpg
67,19,5,3,113,Gala,4,Average,gala.jpg
67,19,6,1,114,Gala,4,Average,gala.jpg
41,19,6,2,114,Fuji,1.5,Average,fuji.jpg
8,19,6,3,114,Honeycrisp,1.5,Excellent,honeycrisp.jpg
20,20,1,1,115,Red Delicious,2.5,Excellent,redDelicious.jpg
61,20,1,2,115,Fuji,3.5,Average,fuji.jpg
4,20,1,3,115,Pink Lady,1,Excellent,pinkLady.jpg
2,20,2,1,116,Gala,1,Excellent,gala.jpg
66,20,2,2,116,Fuji,4,Average,fuji.jpg
60,20,2,3,116,Red Delicious,3,Average,redDelicious.jpg
10,20,3,1,117,Red Delicious,1.5,Excellent,redDelicious.jpg
54,20,3,2,117,Pink Lady,2.5,Average,pinkLady.jpg
88,20,3,3,117,Honeycrisp,2.5,Poor,honeycrisp.jpg
45,20,4,1,118,Red Delicious,1.5,Average,redDelicious.jpg
105,20,4,2,118,Red Delicious,4,Poor,redDelicious.jpg
102,20,4,3,118,Gala,4,Poor,gala.jpg
78,20,5,1,119,Honeycrisp,1.5,Poor,honeycrisp.jpg
97,20,5,2,119,Gala,3.5,Poor,gala.jpg
44,20,5,3,119,Pink Lady,1.5,Average,pinkLady.jpg
72,20,6,1,120,Gala,1,Poor,gala.jpg
53,20,6,2,120,Honeycrisp,2.5,Average,honeycrisp.jpg
71,20,6,3,120,Fuji,1,Poor,fuji.jpg
86,21,1,1,121,Fuji,2.5,Poor,fuji.jpg
54,21,1,2,121,Pink Lady,2.5,Average,pinkLady.jpg
48,21,1,3,121,Honeycrisp,2,Average,honeycrisp.jpg
36,21,2,1,122,Fuji,1,Average,fuji.jpg
99,21,2,2,122,Pink Lady,3.5,Poor,pinkLady.jpg
78,21,2,3,122,Honeycrisp,1.5,Poor,honeycrisp.jpg
41,21,3,1,123,Fuji,1.5,Average,fuji.jpg
28,21,3,2,123,Honeycrisp,3.5,Excellent,honeycrisp.jpg
37,21,3,3,123,Gala,1,Average,gala.jpg
105,21,4,1,124,Red Delicious,4,Poor,redDelicious.jpg
85,21,4,2,124,Red Delicious,2,Poor,redDelicious.jpg
74,21,4,3,124,Pink Lady,1,Poor,pinkLady.jpg
53,21,5,1,125,Honeycrisp,2.5,Average,honeycrisp.jpg
9,21,5,2,125,Pink Lady,1.5,Excellent,pinkLady.jpg
10,21,5,3,125,Red Delicious,1.5,Excellent,redDelicious.jpg
61,21,6,1,126,Fuji,3.5,Average,fuji.jpg
101,21,6,2,126,Fuji,4,Poor,fuji.jpg
90,21,6,3,126,Red Delicious,2.5,Poor,redDelicious.jpg
50,22,1,1,127,Red Delicious,2,Average,redDelicious.jpg
22,22,1,2,127,Gala,3,Excellent,gala.jpg
65,22,1,3,127,Red Delicious,3.5,Average,redDelicious.jpg
38,22,2,1,128,Honeycrisp,1,Average,honeycrisp.jpg
88,22,2,2,128,Honeycrisp,2.5,Poor,honeycrisp.jpg
64,22,2,3,128,Pink Lady,3.5,Average,pinkLady.jpg
83,22,3,1,129,Honeycrisp,2,Poor,honeycrisp.jpg
46,22,3,2,129,Fuji,2,Average,fuji.jpg
26,22,3,3,129,Fuji,3.5,Excellent,fuji.jpg
36,22,4,1,130,Fuji,1,Average,fuji.jpg
8,22,4,2,130,Honeycrisp,1.5,Excellent,honeycrisp.jpg
31,22,4,3,130,Fuji,4,Excellent,fuji.jpg
44,22,5,1,131,Pink Lady,1.5,Average,pinkLady.jpg
8,22,5,2,131,Honeycrisp,1.5,Excellent,honeycrisp.jpg
69,22,5,3,131,Pink Lady,4,Average,pinkLady.jpg
3,22,6,1,132,Honeycrisp,1,Excellent,honeycrisp.jpg
46,22,6,2,132,Fuji,2,Average,fuji.jpg
105,22,6,3,132,Red Delicious,4,Poor,redDelicious.jpg
68,23,1,1,133,Honeycrisp,4,Average,honeycrisp.jpg
1,23,1,2,133,Fuji,1,Excellent,fuji.jpg
59,23,1,3,133,Pink Lady,3,Average,pinkLady.jpg
22,23,2,1,134,Gala,3,Excellent,gala.jpg
102,23,2,2,134,Gala,4,Poor,gala.jpg
69,23,2,3,134,Pink Lady,4,Average,pinkLady.jpg
1,23,3,1,135,Fuji,1,Excellent,fuji.jpg
9,23,3,2,135,Pink Lady,1.5,Excellent,pinkLady.jpg
59,23,3,3,135,Pink Lady,3,Average,pinkLady.jpg
19,23,4,1,136,Pink Lady,2.5,Excellent,pinkLady.jpg
95,23,4,2,136,Red Delicious,3,Poor,redDelicious.jpg
96,23,4,3,136,Fuji,3.5,Poor,fuji.jpg
85,23,5,1,137,Red Delicious,2,Poor,redDelicious.jpg
91,23,5,2,137,Fuji,3,Poor,fuji.jpg
70,23,5,3,137,Red Delicious,4,Average,redDelicious.jpg
10,23,6,1,138,Red Delicious,1.5,Excellent,redDelicious.jpg
38,23,6,2,138,Honeycrisp,1,Average,honeycrisp.jpg
2,23,6,3,138,Gala,1,Excellent,gala.jpg
15,24,1,1,139,Red Delicious,2,Excellent,redDelicious.jpg
1,24,1,2,139,Fuji,1,Excellent,fuji.jpg
101,24,1,3,139,Fuji,4,Poor,fuji.jpg
103,24,2,1,140,Honeycrisp,4,Poor,honeycrisp.jpg
37,24,2,2,140,Gala,1,Average,gala.jpg
58,24,2,3,140,Honeycrisp,3,Average,honeycrisp.jpg
47,24,3,1,141,Gala,2,Average,gala.jpg
103,24,3,2,141,Honeycrisp,4,Poor,honeycrisp.jpg
56,24,3,3,141,Fuji,3,Average,fuji.jpg
79,24,4,1,142,Pink Lady,1.5,Poor,pinkLady.jpg
100,24,4,2,142,Red Delicious,3.5,Poor,redDelicious.jpg
1,24,4,3,142,Fuji,1,Excellent,fuji.jpg
28,24,5,1,143,Honeycrisp,3.5,Excellent,honeycrisp.jpg
45,24,5,2,143,Red Delicious,1.5,Average,redDelicious.jpg
6,24,5,3,143,Fuji,1.5,Excellent,fuji.jpg
70,24,6,1,144,Red Delicious,4,Average,redDelicious.jpg
69,24,6,2,144,Pink Lady,4,Average,pinkLady.jpg
14,24,6,3,144,Pink Lady,2,Excellent,pinkLady.jpg
77,25,1,1,145,Gala,1.5,Poor,gala.jpg
74,25,1,2,145,Pink Lady,1,Poor,pinkLady.jpg
